ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID.1	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	eventID
3619	FBgn0030719	eIF5	chrX	-	15991082	15991382	15989391	15989476	15991821	15991974	3619	1703	0	866	1	375	75	1.0	1.0	1.0	0.994	0.006	chrX:-:15989391-15989476:15991082-15991382:15991821-15991974
3621	FBgn0030719	eIF5	chrX	-	15991082	15991382	15989853	15989950	15991892	15991974	3621	1974	1	960	0	375	75	1.0	1.0	0.997	1.0	-0.003	chrX:-:15989853-15989950:15991082-15991382:15991892-15991974
3622	FBgn0030719	eIF5	chrX	-	15989853	15989950	15989391	15989476	15991821	15991974	3622	467	0	307	1	172	75	1.0	1.0	1.0	0.993	0.007	chrX:-:15989391-15989476:15989853-15989950:15991821-15991974
3625	FBgn0039735	CG7911	chr3R	-	30004303	30004449	30003680	30003904	30004581	30004699	3625	1428	0	596	2	221	75	1.0	1.0	1.0	0.99	0.01	chr3R:-:30003680-30003904:30004303-30004449:30004581-30004699
3626	FBgn0039735	CG7911	chr3R	-	30003989	30004157	30003680	30003904	30004303	30004449	3626	3862	0	1749	3	243	75	1.0	1.0	1.0	0.994	0.006	chr3R:-:30003680-30003904:30003989-30004157:30004303-30004449
3643	FBgn0013759	CASK	chr3R	-	21788873	21788927	21787982	21788102	21789448	21789587	3643	1	60	0	49	129	75	1.0	1.0	0.01	0.0	0.01	chr3R:-:21787982-21788102:21788873-21788927:21789448-21789587
3654	FBgn0039993	CG17691	chr2R	+	1590939	1591017	1590569	1590883	1594945	1595192	3654	1911	1	436	0	153	75	1.0	1.0	0.999	1.0	-0.001	chr2R:+:1590569-1590883:1590939-1591017:1594945-1595192
3656	FBgn0267791	bl	chr2R	+	20604695	20605619	20598598	20598694	20605681	20605876	3656	1585	0	1504	1	999	75	1.0	1.0	1.0	0.991	0.009	chr2R:+:20598598-20598694:20604695-20605619:20605681-20605876
365	FBgn0004907	14-3-3zeta	chr2R	+	10104255	10104409	10101035	10101097	10104716	10104830	365	3499	0	2038	2	229	75	1.0	1.0	1.0	0.997	0.003	chr2R:+:10101035-10101097:10104255-10104409:10104716-10104830
3662	FBgn0004838	Hrb27C	chr2L	+	6922730	6922826	6921638	6921673	6923783	6924400	3662	4075	2	2222	3	171	75	1.0	1.0	0.999	0.997	0.002	chr2L:+:6921638-6921673:6922730-6922826:6923783-6924400
3663	FBgn0004838	Hrb27C	chr2L	+	6922730	6922826	6920965	6921073	6923783	6924400	3663	4092	7	2245	3	171	75	1.0	1.0	0.996	0.997	-0.001	chr2L:+:6920965-6921073:6922730-6922826:6923783-6924400
3666	FBgn0004838	Hrb27C	chr2L	+	6922730	6922826	6921638	6921798	6923783	6924400	3666	4079	4	2221	0	171	75	1.0	1.0	0.998	1.0	-0.002	chr2L:+:6921638-6921798:6922730-6922826:6923783-6924400
366	FBgn0004907	14-3-3zeta	chr2R	+	10104255	10104409	10099676	10099738	10104716	10104830	366	3419	0	1885	1	229	75	1.0	1.0	1.0	0.998	0.002	chr2R:+:10099676-10099738:10104255-10104409:10104716-10104830
3671	FBgn0259111	Ndae1	chr2L	-	7231812	7231980	7230888	7231183	7234526	7234997	3671	8	34	8	38	243	75	0.844735083767	1.0	0.068	0.061	0.007	chr2L:-:7230888-7231183:7231812-7231980:7234526-7234997
3679	FBgn0032210	CYLD	chr2L	-	10299043	10299220	10298780	10298989	10299761	10299847	3679	1171	0	932	1	252	75	1.0	1.0	1.0	0.996	0.004	chr2L:-:10298780-10298989:10299043-10299220:10299761-10299847
367	FBgn0004907	14-3-3zeta	chr2R	+	10105701	10105825	10104940	10105067	10107466	10108474	367	9325	0	5627	6	199	75	1.0	1.0	1.0	0.997	0.003	chr2R:+:10104940-10105067:10105701-10105825:10107466-10108474
3680	FBgn0039830	CG1746	chr3R	-	31217739	31217944	31216144	31217177	31218942	31219051	3680	11482	1	3451	0	280	75	1.0	1.0	1.0	1.0	0.0	chr3R:-:31216144-31217177:31217739-31217944:31218942-31219051
3686	FBgn0032202	CG18619	chr2L	+	10264551	10264633	10264124	10264264	10264763	10264889	3686	1550	0	710	1	157	75	1.0	1.0	1.0	0.997	0.003	chr2L:+:10264124-10264264:10264551-10264633:10264763-10264889
3687	FBgn0032202	CG18619	chr2L	+	10264548	10264633	10264124	10264264	10264763	10264889	3687	501	0	241	1	160	75	1.0	1.0	1.0	0.991	0.009	chr2L:+:10264124-10264264:10264548-10264633:10264763-10264889
3692	FBgn0086779	step	chr2L	-	21756553	21756627	21753218	21753814	21757163	21757466	3692	196	1	55	0	149	75	0.84790548112	1.0	0.99	1.0	-0.01	chr2L:-:21753218-21753814:21756553-21756627:21757163-21757466
3696	FBgn0032634	Rpb11	chr2L	-	17410087	17410177	17409855	17410030	17410251	17410406	3696	1796	2	1141	0	165	75	1.0	1.0	0.998	1.0	-0.002	chr2L:-:17409855-17410030:17410087-17410177:17410251-17410406
3698	FBgn0028490	CG31705	chr2L	-	11525916	11526012	11524567	11525667	11528120	11528205	3698	0	1076	1	788	171	75	1.0	1.0	0.0	0.001	-0.001	chr2L:-:11524567-11525667:11525916-11526012:11528120-11528205
3699	FBgn0039467	CG14253	chr3R	+	26981513	26981751	26980517	26980702	26983962	26984217	3699	618	2	315	1	313	75	1.0	1.0	0.987	0.987	0.0	chr3R:+:26980517-26980702:26981513-26981751:26983962-26984217
3705	FBgn0003660	Syb	chr2R	-	10251927	10251984	10250878	10251144	10252281	10252417	3705	1589	0	1259	1	132	75	1.0	1.0	1.0	0.999	0.001	chr2R:-:10250878-10251144:10251927-10251984:10252281-10252417
3709	FBgn0036666	TSG101	chr3L	+	16843509	16843730	16843102	16843378	16843791	16844138	3709	1189	0	655	1	296	75	1.0	1.0	1.0	0.994	0.006	chr3L:+:16843102-16843378:16843509-16843730:16843791-16844138
370	FBgn0004907	14-3-3zeta	chr2R	+	10105940	10106104	10105701	10105825	10107466	10108474	370	3528	10	2085	5	239	75	1.0	1.0	0.991	0.992	-0.001	chr2R:+:10105701-10105825:10105940-10106104:10107466-10108474
3710	FBgn0036666	TSG101	chr3L	+	16842966	16843032	16842791	16842876	16843102	16843378	3710	604	0	372	1	141	75	1.0	1.0	1.0	0.995	0.005	chr3L:+:16842791-16842876:16842966-16843032:16843102-16843378
371	FBgn0004907	14-3-3zeta	chr2R	+	10104940	10105067	10104716	10104830	10105701	10105825	371	11263	0	6889	1	202	75	1.0	1.0	1.0	1.0	0.0	chr2R:+:10104716-10104830:10104940-10105067:10105701-10105825
3723	FBgn0261800	LanB1	chr2L	+	7814575	7814651	7811437	7811772	7814810	7817656	3723	613	0	417	1	151	75	1.0	1.0	1.0	0.995	0.005	chr2L:+:7811437-7811772:7814575-7814651:7814810-7817656
3728	FBgn0027603	Ulp1	chrX	-	19205072	19207792	19204063	19204936	19208033	19208187	3728	7247	0	5130	1	2795	75	1.0	1.0	1.0	0.993	0.007	chrX:-:19204063-19204936:19205072-19207792:19208033-19208187
3748	FBgn0260003	Dys	chr3R	+	19593795	19594098	19592822	19593123	19594368	19594398	3748	7	0	180	2	378	75	0.909372109453	1.0	1.0	0.947	0.053	chr3R:+:19592822-19593123:19593795-19594098:19594368-19594398
3761	FBgn0260798	Gprk1	chr2R	-	4427935	4427997	4407980	4408032	4458022	4458097	3761	571	0	216	1	137	75	1.0	1.0	1.0	0.992	0.008	chr2R:-:4407980-4408032:4427935-4427997:4458022-4458097
3769	FBgn0260798	Gprk1	chr2R	-	4378368	4378695	4351117	4351218	4378963	4379155	3769	735	0	725	1	402	75	1.0	1.0	1.0	0.993	0.007	chr2R:-:4351117-4351218:4378368-4378695:4378963-4379155
3771	FBgn0260798	Gprk1	chr2R	-	4407980	4408032	4378963	4379155	4470769	4470953	3771	670	0	360	2	127	75	1.0	1.0	1.0	0.991	0.009	chr2R:-:4378963-4379155:4407980-4408032:4470769-4470953
3772	FBgn0260798	Gprk1	chr2R	-	4407980	4408032	4378963	4379155	4458022	4458097	3772	670	0	336	1	127	75	1.0	1.0	1.0	0.995	0.005	chr2R:-:4378963-4379155:4407980-4408032:4458022-4458097
3781	FBgn0259214	PMCA	chr4	-	331397	332002	328815	329428	348994	349146	3781	6212	0	3764	1	680	75	1.0	1.0	1.0	0.998	0.002	chr4:-:328815-329428:331397-332002:348994-349146
3790	FBgn0259214	PMCA	chr4	-	351883	352126	350764	351209	353942	353978	3790	2283	0	1270	2	318	75	1.0	1.0	1.0	0.993	0.007	chr4:-:350764-351209:351883-352126:353942-353978
3795	FBgn0259214	PMCA	chr4	-	352180	352590	351883	352126	353942	353978	3795	3536	0	1992	1	485	75	1.0	1.0	1.0	0.997	0.003	chr4:-:351883-352126:352180-352590:353942-353978
3796	FBgn0259214	PMCA	chr4	-	350602	350690	349729	350043	351883	352126	3796	725	0	271	1	163	75	1.0	1.0	1.0	0.992	0.008	chr4:-:349729-350043:350602-350690:351883-352126
379	FBgn0032956	Cul2	chr2L	+	21662517	21662631	21661529	21661636	21662688	21663698	379	1242	0	1195	1	189	75	1.0	1.0	1.0	0.998	0.002	chr2L:+:21661529-21661636:21662517-21662631:21662688-21663698
3801	FBgn0259214	PMCA	chr4	-	342921	343060	328815	329428	348994	349146	3801	730	0	412	1	214	75	1.0	1.0	1.0	0.993	0.007	chr4:-:328815-329428:342921-343060:348994-349146
380	FBgn0032956	Cul2	chr2L	+	21661347	21661465	21660122	21661200	21661529	21661636	380	2099	0	2480	4	193	75	1.0	1.0	1.0	0.996	0.004	chr2L:+:21660122-21661200:21661347-21661465:21661529-21661636
3818	FBgn0004509	Fur1	chr3R	-	25461364	25461420	25431916	25431981	25472481	25473058	3818	3	100	1	40	131	75	0.898034173224	1.0	0.017	0.014	0.003	chr3R:-:25431916-25431981:25461364-25461420:25472481-25473058
381	FBgn0032956	Cul2	chr2L	+	21662083	21662452	21661529	21661636	21662517	21662631	381	4691	0	5132	1	444	75	1.0	1.0	1.0	0.999	0.001	chr2L:+:21661529-21661636:21662083-21662452:21662517-21662631
3830	FBgn0035001	slik	chr2R	-	24394294	24395275	24393412	24393514	24396042	24396175	3830	3379	0	2371	1	1056	75	1.0	1.0	1.0	0.994	0.006	chr2R:-:24393412-24393514:24394294-24395275:24396042-24396175
3832	FBgn0035001	slik	chr2R	-	24396042	24396175	24394294	24395275	24396232	24396339	3832	639	0	504	1	208	75	1.0	1.0	1.0	0.995	0.005	chr2R:-:24394294-24395275:24396042-24396175:24396232-24396339
3835	FBgn0045073	Stim	chrX	-	15938757	15939240	15937590	15937754	15940399	15940451	3835	2232	0	2323	2	558	75	1.0	1.0	1.0	0.994	0.006	chrX:-:15937590-15937754:15938757-15939240:15940399-15940451
383	FBgn0262617	CG43143	chr3R	+	10295320	10296061	10293193	10294318	10296733	10297109	383	4	4	18	15	816	75	0.834183668128	1.0	0.084	0.099	-0.015	chr3R:+:10293193-10294318:10295320-10296061:10296733-10297109
3841	FBgn0033699	RpS11	chr2R	-	12199312	12199589	12199023	12199111	12199833	12200039	3841	52546	0	25407	5	352	75	1.0	1.0	1.0	0.999	0.001	chr2R:-:12199023-12199111:12199312-12199589:12199833-12200039
3843	FBgn0033699	RpS11	chr2R	-	12200115	12200241	12199833	12200039	12200774	12200815	3843	31139	0	12444	2	201	75	1.0	1.0	1.0	1.0	0.0	chr2R:-:12199833-12200039:12200115-12200241:12200774-12200815
3844	FBgn0058263	MFS17	chr2R	-	2520578	2522511	2494741	2495023	2553782	2553877	3844	5071	91	2131	37	2008	75	0.869470070398	1.0	0.675	0.683	-0.008	chr2R:-:2494741-2495023:2520578-2522511:2553782-2553877
3852	FBgn0058263	MFS17	chr2R	-	2553782	2553877	2494741	2495023	2564443	2564669	3852	316	1	142	0	170	75	1.0	1.0	0.993	1.0	-0.007	chr2R:-:2494741-2495023:2553782-2553877:2564443-2564669
3877	FBgn0030685	Graf	chrX	-	15757855	15758317	15756078	15756236	15760239	15760649	3877	721	2	449	1	537	75	0.875199788093	1.0	0.981	0.984	-0.003	chrX:-:15756078-15756236:15757855-15758317:15760239-15760649
3879	FBgn0030685	Graf	chrX	-	15757855	15758317	15756078	15756236	15760466	15760649	3879	695	0	447	1	537	75	0.89862896559	1.0	1.0	0.984	0.016	chrX:-:15756078-15756236:15757855-15758317:15760466-15760649
389	FBgn0010247	Parp	chr3R	-	3584979	3585313	3468908	3469478	3585368	3585510	389	2532	0	1294	1	409	75	1.0	1.0	1.0	0.996	0.004	chr3R:-:3468908-3469478:3584979-3585313:3585368-3585510
38	FBgn0026401	Nipped-B	chr2R	-	4711813	4712045	4693247	4693483	4719769	4720210	38	2490	0	2381	5	307	75	1.0	1.0	1.0	0.991	0.009	chr2R:-:4693247-4693483:4711813-4712045:4719769-4720210
390	FBgn0010247	Parp	chr3R	-	3584979	3585313	3523413	3523947	3585368	3585510	390	2908	0	1392	1	409	75	1.0	1.0	1.0	0.996	0.004	chr3R:-:3523413-3523947:3584979-3585313:3585368-3585510
3910	FBgn0033224	Nop17l	chr2R	-	7801985	7802118	7800784	7801568	7802180	7803201	3910	429	2	280	0	208	75	0.980206268471	1.0	0.987	1.0	-0.013	chr2R:-:7800784-7801568:7801985-7802118:7802180-7803201
3920	FBgn0030520	Pdcd4	chrX	-	13750585	13752027	13750315	13750455	13754829	13755406	3920	14263	0	5349	2	1517	75	1.0	1.0	1.0	0.992	0.008	chrX:-:13750315-13750455:13750585-13752027:13754829-13755406
3921	FBgn0030520	Pdcd4	chrX	-	13750585	13752022	13750315	13750455	13754829	13755406	3921	12397	0	4585	2	1512	75	1.0	1.0	1.0	0.991	0.009	chrX:-:13750315-13750455:13750585-13752022:13754829-13755406
3939	FBgn0053554	Nipped-A	chr2R	-	5241895	5242062	5217344	5217435	5245951	5246137	3939	880	0	394	1	242	75	1.0	1.0	1.0	0.992	0.008	chr2R:-:5217344-5217435:5241895-5242062:5245951-5246137
3950	FBgn0053554	Nipped-A	chr2R	-	5180549	5181767	5177964	5178622	5193556	5193707	3950	9073	0	5160	2	1293	75	1.0	1.0	1.0	0.993	0.007	chr2R:-:5177964-5178622:5180549-5181767:5193556-5193707
3951	FBgn0053554	Nipped-A	chr2R	-	5180549	5181767	5177964	5178622	5184123	5184660	3951	9073	0	5161	1	1293	75	1.0	1.0	1.0	0.997	0.003	chr2R:-:5177964-5178622:5180549-5181767:5184123-5184660
395	FBgn0010247	Parp	chr3R	-	3523413	3523947	3468908	3469478	3585368	3585510	395	3681	0	1488	1	609	75	1.0	1.0	1.0	0.995	0.005	chr3R:-:3468908-3469478:3523413-3523947:3585368-3585510
3972	FBgn0053554	Nipped-A	chr2R	-	5198467	5199860	5195250	5196837	5201445	5202063	3972	7769	0	3881	1	1468	75	1.0	1.0	1.0	0.995	0.005	chr2R:-:5195250-5196837:5198467-5199860:5201445-5202063
3974	FBgn0053554	Nipped-A	chr2R	-	5183506	5183626	5180549	5181767	5184123	5184660	3974	2086	0	977	3	195	75	1.0	1.0	1.0	0.992	0.008	chr2R:-:5180549-5181767:5183506-5183626:5184123-5184660
3975	FBgn0053554	Nipped-A	chr2R	-	5183506	5183626	5180549	5181767	5193556	5193707	3975	1599	0	750	2	195	75	1.0	1.0	1.0	0.993	0.007	chr2R:-:5180549-5181767:5183506-5183626:5193556-5193707
3976	FBgn0053554	Nipped-A	chr2R	-	5183506	5183626	5177964	5178622	5184123	5184660	3976	1044	0	546	1	195	75	1.0	1.0	1.0	0.995	0.005	chr2R:-:5177964-5178622:5183506-5183626:5184123-5184660
3984	FBgn0053554	Nipped-A	chr2R	-	5201445	5202063	5195250	5196837	5203751	5203955	3984	3283	0	1906	1	693	75	1.0	1.0	1.0	0.995	0.005	chr2R:-:5195250-5196837:5201445-5202063:5203751-5203955
3985	FBgn0053554	Nipped-A	chr2R	-	5184123	5184660	5183506	5183626	5193556	5193707	3985	3070	0	1690	1	612	75	1.0	1.0	1.0	0.995	0.005	chr2R:-:5183506-5183626:5184123-5184660:5193556-5193707
3999	FBgn0030320	CG2247	chrX	-	11609401	11609713	11608702	11609307	11610201	11610413	3999	894	3	514	2	387	75	0.874329734485	1.0	0.983	0.98	0.003	chrX:-:11608702-11609307:11609401-11609713:11610201-11610413
3	FBgn0261360	CG42637	chr3L	-	19789963	19790254	19780039	19780279	19793453	19793569	3	1349	1	1598	1	366	75	1.0	1.0	0.996	0.997	-0.001	chr3L:-:19780039-19780279:19789963-19790254:19793453-19793569
4012	FBgn0030724	Nipsnap	chrX	-	16073026	16073141	16071720	16071900	16073402	16073568	4012	670	0	529	2	190	75	1.0	1.0	1.0	0.991	0.009	chrX:-:16071720-16071900:16073026-16073141:16073402-16073568
4015	FBgn0000250	cact	chr2L	-	16324332	16325054	16323339	16323517	16326020	16326101	4015	3366	0	2100	1	797	75	1.0	1.0	1.0	0.995	0.005	chr2L:-:16323339-16323517:16324332-16325054:16326020-16326101
4017	FBgn0000250	cact	chr2L	-	16323339	16323517	16322959	16323170	16324332	16325054	4017	638	1	479	0	253	75	1.0	1.0	0.995	1.0	-0.005	chr2L:-:16322959-16323170:16323339-16323517:16324332-16325054
4025	FBgn0015222	Fer1HCH	chr3R	-	30386717	30386828	30386318	30386596	30387463	30387550	4025	23	3535	29	1914	186	75	1.0	1.0	0.003	0.006	-0.003	chr3R:-:30386318-30386596:30386717-30386828:30387463-30387550
4028	FBgn0015222	Fer1HCH	chr3R	-	30387463	30387550	30386318	30386596	30387774	30387860	4028	7385	0	7988	3	162	75	1.0	1.0	1.0	0.999	0.001	chr3R:-:30386318-30386596:30387463-30387550:30387774-30387860
4029	FBgn0015222	Fer1HCH	chr3R	-	30386883	30387409	30386318	30386596	30387463	30387619	4029	109	3535	82	1914	601	75	1.0	1.0	0.004	0.005	-0.001	chr3R:-:30386318-30386596:30386883-30387409:30387463-30387619
4031	FBgn0015222	Fer1HCH	chr3R	-	30387463	30387642	30386318	30386596	30387774	30387860	4031	7317	0	3166	3	254	75	1.0	1.0	1.0	0.997	0.003	chr3R:-:30386318-30386596:30387463-30387642:30387774-30387860
4032	FBgn0015222	Fer1HCH	chr3R	-	30387463	30387602	30386318	30386596	30387774	30387860	4032	8461	0	3502	3	214	75	1.0	1.0	1.0	0.998	0.002	chr3R:-:30386318-30386596:30387463-30387602:30387774-30387860
4033	FBgn0261243	Psa	chr3L	+	1518176	1518796	1502842	1502981	1519946	1520763	4033	1883	1	1161	0	695	75	1.0	1.0	0.995	1.0	-0.005	chr3L:+:1502842-1502981:1518176-1518796:1519946-1520763
4054	FBgn0052423	shep	chr3L	-	5168249	5168302	5166934	5167059	5170186	5170440	4054	331	0	300	1	128	75	1.0	1.0	1.0	0.994	0.006	chr3L:-:5166934-5167059:5168249-5168302:5170186-5170440
4056	FBgn0052423	shep	chr3L	-	5161767	5161808	5160685	5161601	5162455	5162631	4056	0	213	2	240	116	75	1.0	1.0	0.0	0.005	-0.005	chr3L:-:5160685-5161601:5161767-5161808:5162455-5162631
4057	FBgn0052423	shep	chr3L	-	5168243	5168302	5166934	5167059	5170186	5170440	4057	453	0	428	1	134	75	1.0	1.0	1.0	0.996	0.004	chr3L:-:5166934-5167059:5168243-5168302:5170186-5170440
4058	FBgn0052423	shep	chr3L	-	5161767	5161803	5155820	5161601	5162455	5162631	4058	0	213	2	240	111	75	1.0	1.0	0.0	0.006	-0.006	chr3L:-:5155820-5161601:5161767-5161803:5162455-5162631
405	FBgn0030089	AP-1gamma	chrX	+	9110821	9111005	9109549	9109756	9111081	9111143	405	578	0	445	1	259	75	1.0	1.0	1.0	0.992	0.008	chrX:+:9109549-9109756:9110821-9111005:9111081-9111143
4068	FBgn0022764	Sin3A	chr2R	-	12592328	12592445	12585254	12586072	12592728	12592917	4068	101	13	72	10	192	75	0.867240029466	1.0	0.752	0.738	0.014	chr2R:-:12585254-12586072:12592328-12592445:12592728-12592917
406	FBgn0030089	AP-1gamma	chrX	+	9110821	9111005	9109549	9109694	9111081	9111143	406	687	0	577	1	259	75	1.0	1.0	1.0	0.994	0.006	chrX:+:9109549-9109694:9110821-9111005:9111081-9111143
4071	FBgn0262656	dm	chrX	+	3374943	3376233	3373158	3373723	3384386	3391697	4071	12499	0	8302	3	1365	75	1.0	1.0	1.0	0.993	0.007	chrX:+:3373158-3373723:3374943-3376233:3384386-3391697
4072	FBgn0262656	dm	chrX	+	3374939	3376233	3373158	3373723	3384386	3386011	4072	13221	0	8786	3	1369	75	1.0	1.0	1.0	0.994	0.006	chrX:+:3373158-3373723:3374939-3376233:3384386-3386011
4074	FBgn0032821	CdGAPr	chr2L	-	19791269	19791341	19782420	19782825	19791763	19791882	4074	6	18	12	33	147	75	0.887127878869	1.0	0.145	0.156	-0.011	chr2L:-:19782420-19782825:19791269-19791341:19791763-19791882
4077	FBgn0051619	CG31619	chr2L	+	21711080	21711183	21710563	21710693	21711314	21711410	4077	351	0	111	1	178	75	0.82746553157	1.0	1.0	0.979	0.021	chr2L:+:21710563-21710693:21711080-21711183:21711314-21711410
4081	FBgn0038735	CG4662	chr3R	+	19851341	19851419	19851064	19851130	19851831	19851918	4081	2	5	3	9	153	75	0.869413687173	1.0	0.164	0.14	0.024	chr3R:+:19851064-19851130:19851341-19851419:19851831-19851918
40	FBgn0026401	Nipped-B	chr2R	-	4711813	4712045	4695461	4695610	4722146	4722325	40	2470	0	2351	1	307	75	1.0	1.0	1.0	0.998	0.002	chr2R:-:4695461-4695610:4711813-4712045:4722146-4722325
4101	FBgn0039890	CG2316	chr4	-	189997	190061	188577	189248	193672	193829	4101	25	7	16	5	139	75	0.87328007219	1.0	0.658	0.633	0.025	chr4:-:188577-189248:189997-190061:193672-193829
4102	FBgn0039890	CG2316	chr4	-	189997	190061	188577	189248	193544	193829	4102	17	4	7	2	139	75	0.850491131724	1.0	0.696	0.654	0.042	chr4:-:188577-189248:189997-190061:193544-193829
4112	FBgn0259984	kuz	chr2L	+	13633393	13633540	13630705	13631184	13634018	13634179	4112	1000	0	945	2	222	75	1.0	1.0	1.0	0.994	0.006	chr2L:+:13630705-13631184:13633393-13633540:13634018-13634179
4114	FBgn0259984	kuz	chr2L	+	13630705	13631184	13558799	13558832	13633393	13633540	4114	1497	0	1385	1	554	75	1.0	1.0	1.0	0.995	0.005	chr2L:+:13558799-13558832:13630705-13631184:13633393-13633540
4122	FBgn0259984	kuz	chr2L	+	13610055	13610578	13558799	13558832	13633393	13633540	4122	3160	0	5071	1	598	75	1.0	1.0	1.0	0.998	0.002	chr2L:+:13558799-13558832:13610055-13610578:13633393-13633540
4124	FBgn0259984	kuz	chr2L	+	13610055	13610578	13551141	13551666	13633393	13633540	4124	3160	0	5071	2	598	75	1.0	1.0	1.0	0.997	0.003	chr2L:+:13551141-13551666:13610055-13610578:13633393-13633540
4128	FBgn0043070	MESK2	chr2R	+	21510117	21510201	21507321	21507722	21510866	21511060	4128	184	1	63	0	159	75	0.913992406009	1.0	0.989	1.0	-0.011	chr2R:+:21507321-21507722:21510117-21510201:21510866-21511060
4140	FBgn0031461	daw	chr2L	+	2808979	2810253	2805260	2805601	2810367	2810643	4140	3612	0	2665	1	1349	75	1.0	1.0	1.0	0.993	0.007	chr2L:+:2805260-2805601:2808979-2810253:2810367-2810643
4173	FBgn0013770	Cp1	chr2R	+	13962219	13962336	13960674	13960876	13966754	13966969	4173	4711	0	3209	10	192	75	1.0	1.0	1.0	0.992	0.008	chr2R:+:13960674-13960876:13962219-13962336:13966754-13966969
41	FBgn0026401	Nipped-B	chr2R	-	4711813	4712045	4700643	4700872	4719769	4720210	41	2490	0	2359	2	307	75	1.0	1.0	1.0	0.997	0.003	chr2R:-:4700643-4700872:4711813-4712045:4719769-4720210
4214	FBgn0031190	CG12576	chrX	-	22480511	22480898	22474850	22476452	22481914	22482027	4214	3019	0	1338	2	462	75	1.0	1.0	1.0	0.991	0.009	chrX:-:22474850-22476452:22480511-22480898:22481914-22482027
4220	FBgn0051195	CG31195	chr3R	-	20759374	20759904	20758981	20759099	20760447	20760565	4220	635	0	541	1	605	75	0.8877017876	1.0	1.0	0.985	0.015	chr3R:-:20758981-20759099:20759374-20759904:20760447-20760565
4243	FBgn0027619	Adam	chr2R	+	9969460	9969552	9969063	9969235	9969740	9969854	4243	1618	1	690	0	167	75	1.0	1.0	0.999	1.0	-0.001	chr2R:+:9969063-9969235:9969460-9969552:9969740-9969854
4263	FBgn0262117	IntS3	chr2R	-	4236698	4236856	4236412	4236557	4238018	4238209	4263	914	0	760	1	233	75	1.0	1.0	1.0	0.996	0.004	chr2R:-:4236412-4236557:4236698-4236856:4238018-4238209
4265	FBgn0262117	IntS3	chr2R	-	4238018	4238209	4236913	4237723	4238272	4238462	4265	2025	0	1363	2	266	75	1.0	1.0	1.0	0.995	0.005	chr2R:-:4236913-4237723:4238018-4238209:4238272-4238462
4273	FBgn0013272	Gp150	chr2R	+	22317881	22317954	22317661	22317737	22325174	22325727	4273	1169	0	482	1	148	75	1.0	1.0	1.0	0.996	0.004	chr2R:+:22317661-22317737:22317881-22317954:22325174-22325727
4277	FBgn0039265	CG11790	chr3R	+	25048878	25048908	25048664	25048790	25049271	25049455	4277	1	207	0	68	105	75	1.0	1.0	0.003	0.0	0.003	chr3R:+:25048664-25048790:25048878-25048908:25049271-25049455
427	FBgn0085432	pan	chr4	+	72320	72594	69652	69849	72816	72862	427	1438	3	842	0	349	75	1.0	1.0	0.99	1.0	-0.01	chr4:+:69652-69849:72320-72594:72816-72862
4280	FBgn0011676	Nos	chr2L	-	10804829	10804896	10804273	10804626	10805618	10805743	4280	4	0	68	1	142	75	0.946001507149	1.0	1.0	0.973	0.027	chr2L:-:10804273-10804626:10804829-10804896:10805618-10805743
4287	FBgn0004179	Csp	chr3L	+	22269352	22269491	22267567	22267787	22269573	22269726	4287	2437	0	1105	1	214	75	1.0	1.0	1.0	0.997	0.003	chr3L:+:22267567-22267787:22269352-22269491:22269573-22269726
4293	FBgn0027493	AdSS	chr3R	-	20827979	20828082	20826063	20826343	20830275	20830580	4293	701	0	276	1	178	75	1.0	1.0	1.0	0.991	0.009	chr3R:-:20826063-20826343:20827979-20828082:20830275-20830580
4298	FBgn0013733	shot	chr2R	-	13870839	13870911	13870521	13870696	13871293	13871338	4298	82	6	58	4	147	75	0.934597681229	1.0	0.875	0.881	-0.006	chr2R:-:13870521-13870696:13870839-13870911:13871293-13871338
42	FBgn0026401	Nipped-B	chr2R	-	4711813	4712045	4700643	4700872	4726623	4726788	42	2470	0	2310	1	307	75	1.0	1.0	1.0	0.998	0.002	chr2R:-:4700643-4700872:4711813-4712045:4726623-4726788
4304	FBgn0013733	shot	chr2R	-	13917565	13917625	13917117	13917207	13917848	13917910	4304	1	66	1	91	135	75	1.0	1.0	0.008	0.006	0.002	chr2R:-:13917117-13917207:13917565-13917625:13917848-13917910
4306	FBgn0013733	shot	chr2R	-	13895109	13895307	13894838	13894969	13897547	13897701	4306	215	0	370	1	273	75	1.0	1.0	1.0	0.99	0.01	chr2R:-:13894838-13894969:13895109-13895307:13897547-13897701
4308	FBgn0001297	kay	chr3R	+	29781690	29781843	29772891	29773821	29791392	29791720	4308	4	213	2	325	228	75	1.0	1.0	0.006	0.002	0.004	chr3R:+:29772891-29773821:29781690-29781843:29791392-29791720
4309	FBgn0262743	Fs(2)Ket	chr2L	+	20734928	20735169	20734608	20734729	20735252	20735430	4309	1007	1	636	0	316	75	1.0	1.0	0.996	1.0	-0.004	chr2L:+:20734608-20734729:20734928-20735169:20735252-20735430
